id,descricao,unidade,quantidade,unitario,total
7180,"TER ISOL TOTAL FASTON FEMEA 6,3/1,5-2,5mm",PC,1000,0.17,170.00
7181,"TER ISOL TOTAL FASTON FEMEA 6,3/4-6mm",PC,500,0.39,195.00
7182,TER ISOL TOTAL FASTON FEMEA FE2216.3,PC,0,0.20,0.00
7183,"TER ISOL TOTAL FASTON MACHO 6,3 0,5-1,5",PC,498,0.18,89.64
7184,"TER ISOL TOTAL FASTON MACHO 6,3/05-1,5mm",PC,378,0.26,98.28
7185,TER ISOL TOTAL FASTON MACHO,PC,16,0.17,2.72
7186,"TER ISOL TOTAL FASTON MACHO 6,3/4-6mm",PC,622,0.00,0.00
7187,TER LINGUETA FASTON CAPACITOR,PC,0,0.14,0.00
7188,TERMINAIS 400A NS400/63 SCHNEIDER,PC,0,208.49,0.00
7189,TERMINAIS 630A NS400/63 SCHNEIDER,PC,0,300.02,0.00
7190,TERMINAL,PC,0,0.00,0.00
7191,TERMINAL À COMPRESSÃO M10X70MM2,PC,50,4.68,234.00
7192,TERMINAL À COMPRESSÃO M10X95MM2,PC,25,6.23,155.75
7193,TERMINAL À COMPRESSÃO M13X120MM2,PC,0,9.31,0.00
7194,TERMINAL À COMPRESSÃO M5X16MM2,PC,47,1.40,65.80
7195,TERMINAL À COMPRESSÃO M5X6MM2,PC,200,1.11,222.00
7196,TERMINAL À COMPRESSÃO M6X10MM2,PC,0,0.68,0.00
7197,TERMINAL À COMPRESSÃO M6X25MM2,PC,25,1.80,45.00
7198,TERMINAL À COMPRESSÃO M8X35MM2,PC,0,2.31,0.00
7199,TERMINAL À COMPRESSÃO M8X50MM,PC,100,3.30,330.00
7200,"TERMINAL BALA  FÊMEA, ISOLADO",PC,0,0.08,0.00
7201,TERMINAL BALA MACHO,PC,0,0.06,0.00
7202,TERMINAL BATERIA PONTEIRA TB0006,PC,50,1.63,81.50
7203,TERMINAL BATERIA SAPÃO COMPLETO,PC,30,2.68,80.40
7204,TERMINAL BIMETÁLICO 10MM,PC,0,270.00,0.00
7205,TERMINAL BIMETÁLICO 16MM,PC,0,665.55,0.00
7206,TERMINAL COMPRESSAO 4/6MM2 1F,PC,0,0.43,0.00
7207,TERMINAL EMENDA À COMPRESSÃO 10MM2,PC,50,1.15,57.50
7208,TERMINAL EMENDA À COMPRESSÃO 120MM2,PC,25,9.93,248.25
7209,TERMINAL EMENDA À COMPRESSÃO 16MM2,PC,25,2.02,50.50
7210,TERMINAL EMENDA À COMPRESSÃO 25MM2,PC,25,2.51,62.75
7211,TERMINAL EMENDA À COMPRESSÃO 35MM2,PC,25,3.24,81.00
7212,TERMINAL EMENDA À COMPRESSÃO 50MM2,PC,25,4.65,116.25
7213,TERMINAL EMENDA À COMPRESSÃO 70MM2,PC,25,5.93,148.25
7214,"TERMINAL FASTON FEMEA 4MMX6,3",PC,0,0.14,0.00
7215,TERMINAL FEMEA / MACHO P/ CABO 18-22,PC,0,0.04,0.00
7216,TERMINAL FIXO ESTEIRA PORTA CABO,PC,0,32.40,0.00
7217,Terminal isol.,PC,0,0.00,0.00
7218,TERMINAL OLHAL M6X25MM,PC,100,1.81,181.00
7219,"TERMINAL PARA ATERRAMENTO 5/8""",PC,0,36.04,0.00
7220,TERMINAL PRESS 1 F 25MM TA-25,PC,0,1.06,0.00
7221,TERMINAL PRESSÃO 10MM,PC,0,1.06,0.00
7222,TERMINAL PRESSÃO 120MM2,PC,0,2.00,0.00
7223,TERMINAL PRESSÃO 185MM2,PC,0,7.71,0.00
7224,TERMINAL PRESSÃO 25MM2,PC,0,1.46,0.00
7225,TERMINAL PRESSÃO 50MM2,PC,0,1.43,0.00
7226,TERMINAL RABINHO DE PORCO,PC,0,0.20,0.00
7227,"Terminal s/isol faston 2,8 Latão encaixe",PC,100,0.04,4.00
7228,TERMÔMETRO,PC,0,43.94,0.00
7229,TERMÔMETRO 0-300 NA HASTE 100MM 12NPT,PC,0,284.74,0.00
7230,"TERMÔMETRO AUTO 300426, 40-120",PC,0,50.35,0.00
7231,TERMÔMETRO AUTO BR MAR 12V 40-120C,PC,0,77.18,0.00
7232,TERMOMETRO AUTO PR REFIL 12V 40-120C,PC,0,67.10,0.00
7233,TERMOMETRO AUTO PT 12V 40-120C 300398,PC,0,92.28,0.00
7234,TERMÔMETRO AUTO PT 12V 40-120C 300418,PC,0,47.17,0.00
7235,TERMOMETRO AUTO PT MAR 24V 40-120C,PC,0,100.51,0.00
7236,TERMOMETRO AUTO PT MEC 40-150C 302753,PC,0,51.23,0.00
7237,TERMOMETRO C/ SENSOR TEMP300205 150G,PC,0,609.56,0.00
7238,"TERMÔMETRO CAPELA ESC120G 180G,H 100",PC,1,327.36,327.36
7239,"TERMÔMETRO CAPELA ESC120G 90G,HASTE",PC,1,327.36,327.36
7240,"TERMÔMETRO D50,EXB,1/4"" NPT,120ºC,20CM",PC,0,37.33,0.00
7241,"TERMÔMETRO D50,EXB,1/4"" NPT,120ºC,30CM",PC,0,43.94,0.00
7242,"TERMÔMETRO D50,EXB,1/4"" NPT,350ºC,20CM",PC,0,43.94,0.00
7243,"TERMÔMETRO D50,EXB,1/4"" NPT,350ºC,30CM",PC,0,37.33,0.00
7244,TERMÔMETRO D63 ESC 150G H1/4X300 HOR,PC,2,95.52,191.04
7245,TERMÔMETRO D63 ESC 300G H1/4X300 HOR,PC,2,95.52,191.04
7246,TERMOMETRO DIGITAL MT511RI 115/230 FORA,PC,0,87.33,0.00
7247,TERMOMETRO DIGITAL TI02  220V  FORA DE,PC,0,76.26,0.00
7248,TERMOMETRO DIGITAL TI06  220V FORA DE,PC,0,76.26,0.00
7249,TERMOMETRO DIGITAL TI07  220V FORA FINHA,PC,0,75.03,0.00
7250,TERMOMETRO INFRAVER  FLUKE 59MAX,PC,0,235.00,0.00
7251,TERMOMETRO MV363 MINIPA,PC,0,64.31,0.00
7252,TERMOMETRO RT 108 30-140G 2M,PC,0,682.85,0.00
7253,TERMOMETRO TEMPERATURA TIC17RGTIL,PC,3,93.60,280.80
7254,"TERMOPAR J  1,5X40X5000MM CABO SILICONE",PC,3,60.00,180.00
7255,"TERMOPAR J  4,7X22X1000MM CABO FIBRA N",PC,0,28.35,0.00
7256,TERMOPAR J  4X50X2000MM CABO FIBRA,PC,4,20.95,83.80
7257,TERMOPAR J  6X100X2000MM CABO SILICONE,PC,3,32.50,97.50
7258,TERMOPAR J  6X50X2000MM CABO SILICONE,PC,2,31.87,63.74
7259,TERMOPAR J  8X100X2000MM CABO SILICONE,PC,7,50.09,350.63
7260,"TERMOPAR J 1,5X300X2000MM PREFECTA",PC,0,133.65,0.00
7261,"TERMOPAR J 1,5X450X2000MM PREFECTA",PC,0,133.65,0.00
7262,"TERMOPAR J 4,75X200X2000 CABO FIBRA",PC,3,12.23,36.69
7263,"TERMOPAR J 4,7X100MM CABO 1,5 METRO",PC,0,22.80,0.00
7264,"TERMOPAR J 4,7X150MM CABO 1,0 METRO",PC,0,30.00,0.00
7265,"TERMOPAR J 4,7X70X1500MM 4,7X70X1500MM",PC,9,40.50,364.50
7266,TERMOPAR J 4X100X2000 CABO MALHA,PC,0,42.00,0.00
7267,TERMOPAR J 4X200X2000 CABO MALHA,PC,1,30.53,30.53
7268,TERMOPAR J 6MMX200MM CABEÇOTE,PC,0,15.00,0.00
7269,TERMOPAR J 6X150X2000 CABO SILICONE,PC,0,34.60,0.00
7270,TERMOPAR J 6X350X2000MM CABEÇOTE,PC,0,97.80,0.00
7271,TERMOPAR J ROSCA 1/4 UNC 2M,PC,10,24.98,249.80
7272,TERMOPAR J ROSCA M6X16MM 2M,PC,3,33.18,99.54
7273,TERMOPAR J ROSCA M8X16MM 2M,PC,3,35.10,105.30
7274,"TERMOPAR J-1,0-GRAN,D6MM",PC,9,37.80,340.20
7275,"TERMOPAR J-1,0-GRAN,D8MM",PC,7,33.60,235.20
7276,"TERMOPAR J-1,0-PEQ,D6MM",PC,9,33.60,302.40
7277,"TERMOPAR J-1,5-GRAN,D6MM",PC,3,40.50,121.50
7278,"TERMOPAR J-1,5-GRAN,D8MM",PC,1,40.50,40.50
7279,"TERMOPAR J-1,5-PEQ, D6MM",PC,8,36.49,291.92
7280,"TERMOPAR J-1,5-PEQ, PONTA AGULHA",PC,11,49.96,549.56
7281,"TERMOPAR J-2,0-GRAN,D6MM",PC,2,41.85,83.70
7282,"TERMOPAR J-2,0-GRAN,D8MM",PC,6,40.50,243.00
7283,"TERMOPAR J-2,0-GRAN,D8MM",PC,2,15.65,31.30
7284,"TERMOPAR J-2,0-PEQ,D6MM",PC,7,40.50,283.50
7285,"TERMOPAR J-2,0-PEQ,D8MM",PC,11,36.00,396.00
7286,"TERMOPAR J-3,0-GRAN,D6MM",PC,3,43.20,129.60
7287,"TERMOPAR J-3,0-GRAN,D8MM",PC,0,49.96,0.00
7288,"TERMOPAR J-3,0-PEQ,D6MM",PC,3,45.42,136.26
7289,"TERMOPAR J-3,0-PEQ,D8MM",PC,3,44.55,133.65
7290,"TERMOPAR J-4,0-GRAN,D8MM",PC,4,44.55,178.20
7291,"TERMOPAR J-4,0-PEQ, D6MM",PC,4,44.55,178.20
7292,"TERMOPAR J-4,0-PEQ,D8MM",PC,5,44.55,222.75
7293,"TERMOPAR J-5,0-G,D8MM",PC,2,63.41,126.82
7294,"TERMOPAR J-5,0-GAND,D6MM",PC,5,40.52,202.60
7295,"TERMOPAR J-5,0-PEQ,D5MM ESP. COBREMAK",PC,4,63.45,253.80
7296,"TERMOPAR J-5,0-PEQ,D6MM",PC,2,63.45,126.90
7297,TERMOPAR K  6X200X200MM ROSCA NPT 1/2 C,PC,0,53.33,0.00
7298,"TERMOPAR K 1,5X400X1000MM MINERAL",PC,0,126.84,0.00
7299,TERMOPAR K 3X300X5000MM,PC,4,13.58,54.32
7300,TERMOPAR K 6X150X2000MM CABEÇOTE,PC,0,79.80,0.00
7301,TERMOPAR K 6X250X2000MM METÁLICO,PC,1,34.00,34.00
7302,"TERMOPAR K 8X100X2000MM POÇO 12,5MM",PC,0,80.40,0.00
7303,"TERMOPAR K 8X200X2000MM POÇO12,5MM",PC,0,82.80,0.00
7304,"TERMOPAR K 9X100x2000MM 1/2""",PC,0,120.00,0.00
7305,"TERMOPAR K 9X70X2000MM 1/2"" DS18B20",PC,0,124.80,0.00
7306,TERMOPAR K,PC,0,273.92,0.00
7307,TERMOPAR NTC  SB41 2000MM -50-105GRAUS,PC,9,14.30,128.70
7308,"TERMOPAR NTC 5X15X1,5MTS INOVA",PC,1,11.01,11.01
7309,TERMOPAR NTC 5X15X3000 INOVA,PC,0,15.39,0.00
7310,TERMOPAR NTC A76016  830MM ADD,PC,0,52.00,0.00
7311,"TERMOPAR NTC SB28 2,5 M8 2000MM 10K 25G",PC,10,48.60,486.00
7312,TERMOPAR NTC SB41 1500MM -50-90GRAUS,PC,0,11.01,0.00
7313,"TERMOPAR PT100 -1,0-GRAN,D8MM",PC,5,22.61,113.05
7314,"TERMOPAR PT100 1/2"" DIAM 13/28MM-5000",PC,0,63.70,0.00
7315,"TERMOPAR PT100 -2,0-GRAN,D8MM",PC,5,58.05,290.25
7316,"TERMOPAR PT100 -2,0-PEQ,D6MM",PC,0,58.32,0.00
7317,TERMOPAR PT100 2X60X5000 CABO SILICONE,PC,0,87.60,0.00
7318,TERMOPAR PT100 3X300X5000 CABO,PC,0,46.64,0.00
7319,TERMOPAR PT100 3X60X5000MM,PC,0,45.00,0.00
7320,TERMOPAR PT100 6X100X2000MM CABEÇOTE,PC,0,130.00,0.00
7321,TERMOPAR PT100 6X350X2000MM CABEÇOTE,PC,0,88.31,0.00
7322,TERMOPAR PT100 6X60X5000 CABO SILICONE,PC,0,55.97,0.00
7323,TERMOPAR PT100 8X100XX2000 CABO,PC,0,37.50,0.00
7324,TERMOPAR PT100 8x300x1000MM,PC,0,26.91,0.00
7325,TERMOPAR PT100 D5MM-1000,PC,0,32.80,0.00
7326,TERMOPAR PT100 DUPLO DTE91A15,PC,0,117.00,0.00
7327,TERMOPAR PT100 DUPLO ESPECIAL,PC,0,99.50,0.00
7328,TERMOPAR PT100 ROSCA 1/4 UNC 2M,PC,0,47.25,0.00
7329,TERMOPILA 21424,PC,0,49.95,0.00
7330,Termoresistencia PT-100 Ref Mit--29-PB-S2,PC,0,72.07,0.00
7331,Termoresistencia TE-AA/J FE-CO 2 MT,PC,0,40.70,0.00
7332,"TERMOSTATO 0-40C,30A, AGT-A5, SEM BUCHA",PC,6,35.36,212.16
7333,"TERMOSTATO 10-120C,20A HTV1201092-01U",PC,0,40.57,0.00
7334,"TERMOSTATO 20-120C,20A, AGT-C2 C/ BUCHA",PC,12,25.54,306.48
7335,"TERMOSTATO 20-120C,20A, CAEM TU F ST",PC,3,43.74,131.22
7336,"TERMOSTATO 20-120C,20A, CAEM TU V ST",PC,10,32.14,321.40
7337,"TERMOSTATO 20-120C,30A EA5836 2U",PC,0,51.88,0.00
7338,"TERMOSTATO 20-120C,30A EA5836 C/BUCHA",PC,0,65.03,0.00
7339,"TERMOSTATO 20-120C,30A, AGT-F2 C/BUCHA",PC,4,59.60,238.40
7340,"TERMOSTATO 20-120C,30A, CAEM TU HC",PC,1,55.89,55.89
7341,"TERMOSTATO 30-110C,20A HTV1102092",PC,0,40.43,0.00
7342,"TERMOSTATO 30-120C,30A,CAEM TU F",PC,2,51.98,103.96
7343,"TERMOSTATO 50-200C,30A,CAEM TU HC",PC,13,61.48,799.24
7344,"TERMOSTATO 50-300C,20A HTV3002092-01U",PC,0,31.76,0.00
7345,"TERMOSTATO 50-300C,20A, HTV3002091-01U",PC,0,33.23,0.00
7346,"TERMOSTATO 50-300C,20A,CAEM TU F ST",PC,9,32.14,289.26
7347,"TERMOSTATO 50-300C,30A AGT-F7 C/BUCHA",PC,15,60.46,906.90
7348,"TERMOSTATO 50-300C,30A,CAEM TU HC",PC,-4,51.98,-207.92
7349,"TERMOSTATO 50-300C,30A,EA5736U S/BUCHA",PC,0,58.33,0.00
7350,"TERMOSTATO 50-320C,30A CAEM TU HC",PC,0,47.16,0.00
7351,TERMOSTATO A803- 250ºC P FERRO E BOR,PC,0,14.29,0.00
7352,TERMOSTATO A803- 300ºC P FERRO E BOR,PC,0,14.29,0.00
7353,TERMOSTATO A805- 60ºC- NF,PC,50,14.29,714.50
7354,TERMOSTATO A81-085ºC NF 180,PC,47,10.60,498.20
7355,TERMOSTATO A81-090ºC NF 180,PC,0,14.29,0.00
7356,TERMOSTATO A81-200ºC-NF 180,PC,0,14.29,0.00
7357,TERMOSTATO BIMETALICO  A801-100ºC-180F,PC,0,14.29,0.00
7358,TERMOSTATO BIMETALICO A801-150ºC-180F,PC,0,17.98,0.00
7359,TERMOSTATO BIMETALICO A801-180ºC-180F,PC,0,17.98,0.00
7360,TERMOSTATO BIMETALICO A801-80ºC-180F NF,PC,5,14.29,71.45
7361,TERMOSTATO BIMETALICO A81-120ºC NF 180,PC,0,14.29,0.00
7362,TERMOSTATO BIMETALICO A81-160ºC-180F NF,PC,4,14.29,57.16
7363,TERMOSTATO BIMETALICO A81-95ºC  NF 180,PC,0,14.29,0.00
7364,TERMOSTATO BIMETALICO A82-250ºC  NF 090,PC,0,19.58,0.00
7365,TERMOSTATO BIMETELALICO 112 G R20V 112,PC,0,13.30,0.00
7366,TERMOSTATO DE ENCOSTO WH9 S/RESET,PC,0,23.86,0.00
7367,TERMOSTATO DE ENCOSTO WH9WL6,PC,0,30.56,0.00
7368,TERMOSTATO DE PAINEL 7T8100002303 NA,PC,0,48.86,0.00
7369,TERMOSTATO DE PAINEL 7T8100002403 NF,PC,0,36.70,0.00
7370,TERMOSTATO KPS-45 4-40GRAUS DANFOSS,PC,0,657.11,0.00
7371,TERMOSTATO KT001 JNG,PC,0,85.86,0.00
7372,TERMOSTATO MBC 8100 70 -120GRAUS,PC,0,755.89,0.00
7373,TERMOSTATO RC1201-4PI CONSUL INVENSYS,PC,0,10.07,0.00
7374,TERMOSTATO RC12709-5PI PROSDOCIMO,PC,0,17.19,0.00
7375,TERMOSTATO RC13600-3PI STANDARD,PC,0,21.64,0.00
7376,TERMOSTATO RC15000-2PI INVENSIYS,PC,0,19.43,0.00
7377,TERMOSTATO RC16300-2P,PC,0,19.60,0.00
7378,TERMOSTATO RC42648-2P METALFRIO,PC,0,19.72,0.00
7379,TERMOSTATO RC42699-2PI,PC,0,22.22,0.00
7380,TERMOSTATO RC43048-2P METALFRIO,PC,0,19.92,0.00
7381,TERMOSTATO RC45000-2P,PC,0,24.32,0.00
7382,TERMOSTATO RC53600-2P FRIZER INVESYS,PC,0,16.48,0.00
7383,TERMOSTATO RC726402P,PC,0,21.27,0.00
7384,TERMOSTATO RFR-4000-4P METALFRIO,PC,0,19.83,0.00
7385,TERMOSTATO RFR4009-2P,PC,0,16.63,0.00
7386,TERMOSTATO T04113X130ºC,PC,0,5.88,0.00
7387,TERMOSTATO T04113X60ºC,PC,0,7.56,0.00
7388,TERMOSTATO TPW081N-8+8S-220VCA THOLZ,PC,0,31.25,0.00
7389,TERMOSTATO TSV0008-2P ELETROLUX,PC,0,17.07,0.00
7390,TERMOSTATO USAR,PC,0,61.48,0.00
7391,TERMOSTATO UT2 060H1101 -30-0+30GRAUS,PC,0,255.11,0.00
7392,TERMOSTATOBIMETALICO A81-090 F 090,PC,0,9.85,0.00
7393,Testador de  Cabo LAN TCL HYX,PC,0,19.88,0.00
7394,TESTADOR DE CABO DE REDE NS-468,PC,0,33.07,0.00
7395,TESTADOR DE FASE DIGITAL,PC,0,2.86,0.00
7396,TESTADOR FASE 2 PONTAS 110-500V,PC,0,8.35,0.00
7397,TESTADOR FASE CHAVE FENDA,PC,0,8.03,0.00
7398,TESTE DE TENSÃO MINIPA EZ TEST II PT,PC,0,23.88,0.00
7399,TIMER 7PV03 00-0ANOO 110/220VCA,PC,10,88.17,881.70
7400,TIMER ANALOGICO RTM  110V,PC,0,168.00,0.00
7401,TIMER ANALOGICO RTM  220V,PC,0,188.94,0.00
7402,TIMER DIGITAL 125182300000 FINDER,PC,0,80.00,0.00
7403,TIMER DIGITAL RTST/20 110-220V,PC,20,106.50,2130.00
7404,TIMER DIGITAL TOMADA TMDS0BC 127-220VCA,PC,9,45.65,410.85
7405,TIMER DIGITAL YTWM-1 PARA CONTATOR,PC,0,100.92,0.00
7406,TIMER FORNO 120 MINUTOS,PC,0,8.48,0.00
7407,TIMER FORNO 30 MINUTOS,PC,0,32.50,0.00
7408,TIMER FORNO 60 MINUTOS,PC,0,13.06,0.00
7409,"Timer IH 18mm 24hs 16A, 15335, Schneider",PC,0,101.33,0.00
7410,TIMER PDS-02  110/220VVCA TRON,PC,0,85.05,0.00
7411,TIMER PDST-01  110/220VVCA TRON,PC,2,85.05,170.10
7412,TIMER TM106 110VCA ELETROMECANICO,PC,0,13.50,0.00
7413,"TIMER TM-619-24, 12DC",PC,0,113.40,0.00
7414,TIMER TM-DS,PC,0,85.25,0.00
7415,TINTA FUNDO RENER BR 360ML,PC,0,12.90,0.00
7416,TIRISTOR  SKKH 92/08E SEMIKRON,PC,0,90.00,0.00
7417,TIRISTOR MJ1504,PC,0,12.31,0.00
7418,TIRISTOR MODULO SKNH 56/14,PC,0,210.00,0.00
7419,TIRISTOR RÁPIDO 03906GRF=PO39RH06FNO,PC,0,336.00,0.00
7420,"TIRISTOR SKKD 46-16, SEMIKRON",PC,0,84.00,0.00
7421,"TIRISTOR SKKD81-12, SEMIKRON",PC,0,109.01,0.00
7422,TIRISTOR SKKT 57B08 SEMIKRON,PC,0,108.67,0.00
7423,TIRISTOR SKKT 92B16E SEMIKRON,PC,0,151.20,0.00
7424,"TIRISTOR SKKT27B12E, SEMIKRON",PC,0,106.25,0.00
7425,"TIRISTOR SKKT42B12E, SEMIKRON",PC,0,109.20,0.00
7426,"TIRISTOR SKT 100/08, ROSCA SEMIKRON",PC,0,115.20,0.00
7427,"TIRISTOR SKT 24/08D, ROSCA SEMIKRON",PC,0,42.00,0.00
7428,"TIRISTOR SKT 24/16D, ROSCA SEMIKRON",PC,0,43.20,0.00
7429,TIRISTOR SKT 40/12,PC,0,67.20,0.00
7430,TIRISTOR SKT 45/08,PC,0,119.76,0.00
7431,TIRISTOR SKT 551/16E,PC,0,402.98,0.00
7432,"TIRISTOR SKT 80/08, ROSCA SEMIKRON",PC,0,129.60,0.00
7433,"TOM EMBUTIR 16A,2P+T,N3046, 220V",PC,0,12.92,0.00
7434,"TOM EMBUTIR 16A,2P+T,S4046, 380V,",PC,10,27.15,271.50
7435,"TOM EMBUTIR 16A,3P+T,N4046, 380V",PC,2,20.58,41.16
7436,"TOM EMBUTIR 16A,3P+T,N4049, 220V",PC,0,18.44,0.00
7437,"TOM EMBUTIR 16A,3P+T,S4049, 220V",PC,2,15.32,30.64
7438,"TOM EMBUTIR 16A,3P+T,S4049W, 220V",PC,2,50.60,101.20
7439,"TOM EMBUTIR 32A,2P+T,N3246, 220V",PC,10,19.52,195.20
7440,"TOM EMBUTIR 32A,3P+T,N4246, 380V",PC,2,22.55,45.10
7441,"TOM EMBUTIR 32A,3P+T,N4249, 220V",PC,0,19.27,0.00
7442,"TOM EXTENSÃO 3P+T,32A STECK AZ S-4259",PC,0,26.40,0.00
7443,"TOM PB06B, 06 POLOS KAP",PC,5,45.99,229.95
7444,"TOM PB10B, 10 POLOS KAP",PC,2,43.70,87.40
7445,"TOM PB10B, 10 POLOS KAP USO",PC,0,44.21,0.00
7446,"TOM PB16B, 16 POLOS KAP",PC,9,54.68,492.12
7447,"TOM PB24B, 24 POLOS KAP",PC,4,58.50,234.00
7448,"TOM PB32B, 32 POLOS KAP",PC,2,130.14,260.28
7449,"TOM PD03B, 04 POLOS KAP",PC,0,22.79,0.00
7450,"TOM SOBREPOR 16A,2P+T,N3006, 220V",PC,10,24.19,241.90
7451,"TOM SOBREPOR 16A,2P+T,N3009, 380V",PC,2,21.60,43.20
7452,"TOM SOBREPOR 16A,3P+N+T,N5009, 220V",PC,2,33.88,67.76
7453,"TOM SOBREPOR 16A,3P+T,N, N5006 380V",PC,18,31.43,565.74
7454,"TOM SOBREPOR 16A,3P+T,N4006, 380V",PC,2,21.64,43.28
7455,"TOM SOBREPOR 16A,3P+T,N4009, 220V",PC,5,31.34,156.70
7456,"TOM SOBREPOR 16A,3P+T,S4009, 220V",PC,5,41.42,207.10
7457,"TOM SOBREPOR 32A,2P+T,N3206, 220V",PC,5,28.22,141.10
7458,"TOM SOBREPOR 32A,2P+T,N3209, 380V",PC,2,22.48,44.96
7459,"TOM SOBREPOR 32A,3P+T,N4206, 380V",PC,1,24.97,24.97
7460,"TOM SOBREPOR 32A,3P+T,N4209, 220V",PC,11,34.49,379.39
7461,"TOM SOBREPOR 32A,3P+T,S4203W, 380V",PC,0,107.90,0.00
7462,"TOM SOBREPOR 32A,3P+T,S4209, 220V",PC,2,45.90,91.80
7463,"TOM SOBREPOR 32A,3P+T,S4249, 220V",PC,0,60.90,0.00
7464,"TOM SOBREPOR 32A,3P+T+N,N5206, 380V",PC,2,38.76,77.52
7465,"TOM SOBREPOR 32A,3P+T+N,N5209, 220V",PC,8,39.19,313.52
7466,"TOM SOBREPOR 63A,3P+N+T,A5509, 380V",PC,0,214.99,0.00
7467,"TOM SOBREPOR 63A,3P+T,N4509, 220V",PC,0,107.90,0.00
7468,"TOM SOBREPOR 63A,3P+T,N4546, 380V",PC,0,83.41,0.00
7469,"TOM SOBREPOR 63A,3P+T,N4549, 220V",PC,0,83.41,0.00
7470,Tom. forca 2P+T painel 15A 125Vac,PC,0,0.53,0.00
7471,"Tom. força 2P+T, 20A/120V margirus",PC,0,1.22,0.00
7472,TOMADA,PC,0,65.41,0.00
7473,TOMADA  ADAP  P. NOVO 2P+T X ANTIGO 2P+T,PC,0,3.54,0.00
7474,Tomada  Embutir 2P+T/un 250V 15A STECK,PC,0,4.92,0.00
7475,TOMADA 16 POLOS REF:TMH16MGFV,PC,0,132.00,0.00
7476,TOMADA 24 POLOS REF:TMH24MGFV,PC,0,158.31,0.00
7477,TOMADA 2P 10 FERNIK,PC,0,0.43,0.00
7478,Tomada 2P+T p/ fonte PC,PC,0,0.85,0.00
7479,TOMADA 7 VIAS FEMEA,PC,0,10.73,0.00
7480,TOMADA 7 VIAS MACHO,PC,0,10.73,0.00
7481,Tomada AC 10A 250V,PC,0,0.55,0.00
7482,Tomada AC Cabo Redondo 2P,PC,0,0.85,0.00
7483,TOMADA ADAP 20A  2P+T PARA PADRAO,PC,0,7.44,0.00
7484,TOMADA APARELHO TPA2-3 E3E 10A,PC,0,3.38,0.00
7485,TOMADA APARELHO TPA2-3 E3E 20A,PC,0,3.38,0.00
7486,TOMADA APARELHO TPA2-3 E3F 10A,PC,0,2.50,0.00
7487,TOMADA APARELHO TPA2-3 E3F 20A 20A,PC,0,3.38,0.00
7488,TOMADA DUPLA SOBREPOR 10A,PC,0,12.90,0.00
7489,TOMADA EMBUTIR MOVEL 10A 2P+T BRANCO,PC,0,1.91,0.00
7490,TOMADA INDUSTRIAL 4P 440V 30A EMB. S,PC,0,17.80,0.00
7491,"Tomada Kit,RJ11/Tel, Bege 1Via",PC,0,2.98,0.00
7492,"Tomada Kit,RJ11/Tel, Bege 2Vias",PC,0,3.21,0.00
7493,"Tomada Kit,RJ11/Tel, Branco 1Via",PC,0,2.98,0.00
7494,"Tomada Kit,RJ11/Tel, Branco 2+2Vias",PC,0,4.77,0.00
7495,"Tomada Kit,RJ11/Tel, Branco 2Vias",PC,0,3.21,0.00
7496,"Tomada Kit,RJ11/Tel, Cinza 2+2Vias",PC,0,4.77,0.00
7497,"Tomada Kit,RJ11/Tel, Cinza 2Vias",PC,0,3.21,0.00
7498,"TOMADA MACHO SOBREPOR 16A,3P+T+N",PC,1,18.21,18.21
7499,"TOMADA MACHO SOBREPOR 32A,3P+T+N",PC,2,24.58,49.16
7500,TOMADA MACHO/FEMEA. 24 POLOS,PC,0,158.28,0.00
7501,"TOMADA MULTIPLA  TMU5-310 0,75 PP 1,5M PT",PC,0,14.23,0.00
7502,TOMADA MUTIPLO 2P+T E USB CELULAR,PC,0,24.91,0.00
7503,Tomada NY Sob. 4P 220V 32A AZ,PC,0,25.00,0.00
7504,"Tomada P. NOVO 2P+T  PT,CURTO",PC,0,2.24,0.00
7505,Tomada P. NOVO 2P+T PT 20A,PC,0,2.94,0.00
7506,TOMADA P. NOVO 2P+T VM 10A CURTO,PC,0,2.24,0.00
7507,Tomada P. NOVO 2P+T VM 20A,PC,0,2.94,0.00
7508,TOMADA PAD. NOVO 2P+T 10A P/ MOVEIS,PC,0,4.13,0.00
7509,TOMADA PAD. NOVO 2P+T 10A P/ MOVEIS canc,PC,0,3.67,0.00
7510,TOMADA PAD. NOVO 2P+T 20A P/ MOVEIS,PC,0,3.71,0.00
7511,"TOMADA PAINEL 34001/DO 2P+T,20A",PC,0,1.54,0.00
7512,TOMADA PAINEL 34003/F 2P,PC,0,1.17,0.00
7513,TOMADA PAINEL DIN NBR14136 C/,PC,0,31.12,0.00
7514,"TOMADA SOBEPOR  P. NOVO 2P+T  BR,CAIXA",PC,0,3.08,0.00
7515,TOMADA SOBREPOR 16A 2P+T 220/240 AZ,PC,0,12.35,0.00
7516,TOMADA SOBREPOR 32A 2P+T 220/240 AZ,PC,0,16.19,0.00
7517,TOMADA T P. NOVO 2P 3 SAIDAS,PC,0,4.49,0.00
7518,"TOMADA TD04MF, COMPLETA 4 POLOS",PC,0,110.05,0.00
7519,"TOMADA TMD1-3,2P+T, BRANCO",PC,0,2.76,0.00
7520,"TOMADA TMH06MGFJ, COMPLETA 6 POLOS",PC,0,88.16,0.00
7521,"TOMADA TMH10MGFJ, COMPLETA 10 POLOS",PC,0,104.85,0.00
